"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","Significant"
-2.61582916,5.00799273,-6.16805312432955,4.84606034921419e-06,0.00211878455138428,4.27740610292472,"PLIN1","Down"
-2.610224699,4.2419837305,-4.29844054417049,0.000344737940121969,0.0115945955703699,0.26622633685156,"LINC02844","Down"
-2.60656697,8.146477265,-4.92031625790189,8.08138293935488e-05,0.00576645853135783,1.63399042578916,"SMIM5","Down"
-2.60025247,8.223681045,-4.43912159125062,0.000247921528182327,0.00981059507229609,0.576923036605911,"LRRC31","Down"
-2.59923429,4.660275985,-5.3937707053195,2.72633725114885e-05,0.0035942212760979,2.6575809001928,"TMEM95","Down"
-2.598509336,3.714290382,-3.41638925961371,0.00271259067149048,0.0342190188842423,-1.66840855728582,"FAM167A-AS1","Down"
-2.58776477,6.072463555,-3.76215909235841,0.00121260138378505,0.022460995449694,-0.916129657459561,"GSTA3","Down"
-2.56186779,5.990789295,-3.4704343325767,0.0023933103390121,0.0318268548631889,-1.55174507360981,"ACADL","Down"
-2.54161549,5.481488735,-4.51666516193961,0.000206783615920908,0.00883255537044566,0.747986360294216,"ENPP6","Down"
-2.53064105,12.241514775,-6.37963374515826,3.06052792027023e-06,0.00160045682748341,4.70607442641145,"MT1F","Down"
-2.52994437,6.966243555,-4.89587005459938,8.55204736403768e-05,0.0058789007475089,1.58061546917471,"CYP2C8","Down"
-2.5086825,12.42606715,-4.28875283990565,0.000352660227620263,0.0117500225917098,0.244821095675895,"RNASE1","Down"
-2.50660867,8.039703665,-5.3258476019685,3.18228062172518e-05,0.00373978193589922,2.51206043460629,"HDC","Down"
-2.47612979,8.048186805,-3.75883894957481,0.00122205643435322,0.0225199737996275,-0.923408728576994,"SCARA5","Down"
-2.47079023999999,10.33690978,-5.67592109076237,1.44147238673962e-05,0.00293013630630222,3.25654161458526,"PLLP","Down"
-2.470734445,3.2415304375,-4.81461268247569,0.000103256706379709,0.00644015992028294,1.4028980272183,"EXD1","Down"
-2.46440491,6.179404995,-5.30059939394889,3.3709496384515e-05,0.00376928646222035,2.45784468786212,"SPINK13","Down"
-2.46381372,7.75835043,-3.21762526661716,0.00428753956383435,0.0444725509785383,-2.09356522225787,"ACE2","Down"
-2.458499323,5.8440273885,-3.62350970019126,0.00167636461145121,0.0267099113371842,-1.21931295947646,"PACRG","Down"
-2.4509451,3.9340624,-4.12847927597801,0.000513674006885577,0.0141916136161607,-0.109304070337581,"LOC339593","Down"
-2.43030387,10.390165395,-3.28657106648943,0.00365994893845811,0.0404793006103831,-1.94684673373718,"LIFR","Down"
-2.41787965,6.099530675,-4.4864876561025,0.000221906420401683,0.00925635824320068,0.681435603994549,"VSTM2A","Down"
-2.41355261,4.755770375,-3.63020114841436,0.00165040983424133,0.0264824768152485,-1.204721633684,"NRG4","Down"
-2.40327580999999,8.405751295,-5.82957803318814,1.02250670608848e-05,0.00258127188729024,3.57869811519226,"B4GALNT3","Down"
-2.40093159,9.065597405,-5.38230574974258,2.79834785153879e-05,0.00360041842762877,2.63305248440566,"STYK1","Down"
-2.38677256,6.51864281,-4.72643098974009,0.000126751987404096,0.00703127842854357,1.20955289061003,"CYP2C19","Down"
-2.38013996,9.68479602,-3.44224361107653,0.00255494983334195,0.0330503110785487,-1.61264906628052,"SMIM24","Down"
-2.37812787,7.892440995,-3.51047597673144,0.00218087076018373,0.0303037454946284,-1.46505759905203,"FBXL13","Down"
-2.37662013,8.602532585,-4.94138753655593,7.69680625458964e-05,0.00568791318959415,1.67996109795913,"LRRC66","Down"
-2.37563959,4.296277885,-4.20878033957029,0.000425440875508129,0.0132065999683534,0.0681075130421602,"DGKK","Down"
-2.365491725,3.0886476375,-3.81347853684554,0.00107535540757046,0.0211014811124567,-0.803515126240525,"FAM240C","Down"
-2.36103642,6.7721408,-4.15470738431578,0.000483005668884287,0.0138907975011467,-0.051365039455435,"VEGFD","Down"
-2.360197715,3.6595263925,-3.97637999420551,0.000734024734003059,0.0171892173729203,-0.444999459694056,"LINC02753","Down"
-2.32913844,6.86544605,-6.66551744527545,1.65986103080949e-06,0.00137141312768246,5.27488905540361,"HAPLN1","Down"
-2.32435674,9.73420393,-5.98077511552504,7.31260424605963e-06,0.00229669542475141,3.89272327041103,"MYRF","Down"
-2.31340794999999,10.585978475,-4.17214906014674,0.000463632638869879,0.0136954388220526,-0.0128309137199292,"ADAM28","Down"
-2.30897692,3.49499979,-4.95234771394682,7.50415929391975e-05,0.00565523093427996,1.7038593291401,"WFDC11","Down"
-2.29298407,6.242141255,-4.22637823019679,0.000408230554143078,0.0129173019305877,0.106993300055228,"DRD5","Down"
-2.28531419,5.661981835,-3.12916370017742,0.00524783120109889,0.0495421248715722,-2.28048025996183,"CARNS1","Down"
-2.27878604,4.63636934,-4.69147286092499,0.000137501873167866,0.0073784610684576,1.13277899221909,"KCNQ1DN","Down"
-2.26994998,10.19324951,-4.67608572445998,0.000142521226685325,0.00744211696410388,1.09896543052784,"FA2H","Down"
-2.26722375,5.386593885,-3.24077124469706,0.00406596546947068,0.0432599987704329,-2.04440677413372,"FMO6P","Down"
-2.26480599999999,9.4042043,-3.43040614193381,0.00262597712062538,0.0337037219742766,-1.63819041645042,"SCIN","Down"
-2.25534968,4.95058749,-3.81276489232549,0.00107715390701437,0.0211052990753265,-0.805082390634549,"NKX6-2","Down"
-2.23632519,4.509528385,-4.57401537266221,0.00018084538274142,0.00820512284701623,0.874372306121119,"DPEP3","Down"
-2.23314825,5.104564825,-3.38537310769146,0.00291433019471011,0.0357296253423339,-1.73517259482694,"NDST4","Down"
-2.22832291,7.692184125,-3.89287413799609,0.000892818095978453,0.0191252919516668,-0.628954478976482,"ADHFE1","Down"
-2.22451932,8.65966934,-4.64476881406507,0.00015331619419336,0.00770541344776377,1.03010851849508,"SLC2A12","Down"
-2.22234495,12.773008525,-6.82224597297771,1.19225475329275e-06,0.00118221031806325,5.58151570368045,"MT1H","Down"
-2.219876398,2.591039471,-3.93450362315226,0.000809787174851355,0.0181188393819172,-0.537288835060433,"LOC400541","Down"
-2.20545269,5.044742795,-3.52011879011112,0.00213255025888846,0.0299243599731149,-1.4441512224511,"TMIE","Down"
-2.20512597,7.671694815,-3.40435765512549,0.00278916782099656,0.0348148785230996,-1.69432413553464,"TPH1","Down"
-2.19386305,13.274602775,-6.42586923909718,2.7701895553626e-06,0.00151699841881741,4.79888775223497,"MT1E","Down"
-2.1847488,10.4507629,-3.33880421736313,0.00324512523084488,0.0380384959139155,-1.83513933329811,"PROM2","Down"
-2.18414015,7.925736675,-3.76886813119273,0.00119371633443855,0.0222704557286223,-0.90141824472099,"APOBEC1","Down"
-2.17688131,6.097345135,-3.19139562507962,0.00455285956703212,0.0459821213929725,-2.14914974418221,"BHMT","Down"
-2.16893277,8.180771465,-4.77265955366199,0.000113828657136256,0.00673417903174246,1.31097164295597,"ADRB2","Down"
-2.15905155,6.403720685,-4.00324309021607,0.000689188269173823,0.0167948282592411,-0.385760363582738,"LDHD","Down"
-2.15173324,9.48819393,-4.75052951068585,0.000119839988475236,0.00691547244478827,1.26243724590706,"ACKR4","Down"
-2.14555123,6.765804345,-5.43247617792345,2.49688486243165e-05,0.00355308936017902,2.74028300199728,"ADH1A","Down"
-2.14090823,7.748606485,-5.61761515428655,1.64323158055359e-05,0.003051695379642,3.13353136673072,"CYP4F12","Down"
-2.14053457,5.622079845,-3.89033508782035,0.000898148024752565,0.0191524437272276,-0.63454248123873,"CPNE4","Down"
-2.13401885,5.135197955,-5.24406290584655,3.83582698971111e-05,0.00411158207118981,2.33620823530613,"VSTM2A-OT1","Down"
-2.13374978,8.30465541,-4.1172254698708,0.00052742326184472,0.0143731802446307,-0.134161051872386,"LINC00520","Down"
-2.12465509999999,10.98032925,-4.67084402255576,0.000144273037435415,0.00749693250731913,1.0874438706721,"AKR7A3","Down"
-2.12420297,4.156926475,-5.97307939847907,7.43796561037372e-06,0.00230221205131524,3.87681318126114,"IL17RE","Down"
-2.121055954,4.404468603,-3.54124793582002,0.00203032708579625,0.0292054825206121,-1.39830200445089,"TSHR","Down"
-2.12032418,5.27120024,-4.0476058821771,0.000621047429683494,0.0158467263509563,-0.287877085203678,"OPCML","Down"
-2.1176117,9.40896825,-6.44233324509706,2.67377140601514e-06,0.00150272989258593,4.83186202875896,"OASL","Down"
-2.1141663,4.61382626,-5.21266677196848,4.12166023128524e-05,0.00425418369325367,2.26852348034551,"SNORA17B","Down"
-2.10978209999999,10.22319875,-3.70365802140124,0.00139033636684619,0.0241213759437319,-1.04425914810119,"XK","Down"
-2.10223247,5.785995155,-3.15573650238857,0.00493931243877735,0.0479277127464643,-2.22449935987679,"PWWP3B","Down"
-2.10171011,7.681726645,-3.35046226686386,0.00315901878991837,0.0375443318287627,-1.81014569733815,"KLHDC7A","Down"
-2.09976824,7.32545629,-5.31554996800638,3.25789656194064e-05,0.00373978193589922,2.4899561575208,"STX19","Down"
-2.092880367,3.9722696365,-3.15321385537542,0.00496782738310093,0.0480671613399864,-2.22982010746147,"DAB1-AS1","Down"
-2.09109675,12.362017975,-4.76755661818486,0.000115187174670713,0.00677700410314714,1.29978278001812,"CYP3A5","Down"
-2.08921233,5.052117405,-3.13209610632797,0.00521288766613906,0.0493506812236575,-2.27430980900045,"NHERF4","Down"
-2.07799381,9.271012295,-4.68000882890978,0.000141224172453075,0.00743173758086062,1.10758771129754,"GPAT3","Down"
